2013-08-25 01:00:25,011 - 2 is selected
2013-08-25 01:00:29,308 - 1 is selected
2013-08-25 01:00:31,507 - 1 is selected
2013-08-25 01:00:33,547 - 2 is selected
2013-08-25 01:03:31,578 - 2 is selected
2013-08-25 01:03:38,631 - 2 is selected
2013-08-25 01:04:15,060 - 1 is selected
2013-08-25 01:04:16,979 - 1 is selected
2013-08-25 01:04:19,117 - 2 is selected
2013-08-25 01:04:22,415 - 2 is selected
2013-08-25 01:04:25,844 - 1 is selected
2013-08-25 01:04:30,342 - 1 is selected
